Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,nor_GR,nor_ILD_log10,nor_DeltaPHI,nor_PHIND,nor_PE,nor_NMM_M,nor_RELPOS,miss
5,A1 LM,SHRIMPLIN,2835.0,59.42,0.875,4.3,7.845,4.6,2,0.185,-0.18198642492462172,0.8526208458691932,-0.019430731742616173,-0.7509921791079928,0.9765321962226692,0.9637791722625207,-1.175297198188282,0
2,C LM,LUKE G U,2835.0,44.86,0.913,2.1,3.95,4.8,1,0.235,-0.66253226451767,1.003012859017702,-0.4365467891743309,-1.297123371893801,1.1997431071594888,-1.0375820818501909,-1.0008439017343265,0
1,A1 SH,NEWBY,2835.0,57.86,0.721,2.2,7.1,3.3,1,0.581,-0.2334734791667341,0.24313742416207795,-0.4175869683819802,-0.8554511620670241,-0.4743387248666571,-1.0375820818501909,0.20637290972704714,0
2,B1 SH,SHANKLE,2835.0,53.58,0.863,6.8,8.2,4.2,1,0.653,-0.3747328331130423,0.8051286311907165,0.4545647880661506,-0.7012164221275148,0.5301103743490309,-1.0375820818501909,0.45758565662074363,0
1,A1 SH,NEWBY,2835.5,54.8,0.723,1.0,7.4,3.3,1,0.558,-0.3344673163339545,0.2510527932751574,-0.6451048178901883,-0.8133871420835215,-0.4743387248666571,-1.0375820818501909,0.1261243933582278,0
2,C LM,LUKE G U,2835.5,45.57,0.727,-1.4,5.8,4.7,1,0.221,-0.6390990539331188,0.2668835315013162,-1.1001405169066045,-1.037728581995535,1.0881376516910795,-1.0375820818501909,-1.049690824741434,0
2,B1 SH,SHANKLE,2835.5,61.12,0.901,7.1,8.695,4.0,1,0.633,-0.12587873760949947,0.9555206443392257,0.5114442504432025,-0.6318107891547354,0.3068994634122112,-1.0375820818501909,0.38780433803916126,0
5,A1 LM,SHRIMPLIN,2835.5,68.43,0.854,8.3,8.665,4.8,2,0.167,0.11538431784552709,0.7695094701818592,0.7389620999514108,-0.6360171911530859,1.1997431071594888,0.9637791722625207,-1.238100384911706,0
1,A1 SH,NEWBY,2836.0,51.8,0.722,0.6,7.5,3.3,1,0.535,-0.43348088218417047,0.24709510871861767,-0.720944101059591,-0.7993658020890206,-0.4743387248666571,-1.0375820818501909,0.04587587698940812,0
5,A1 LM,SHRIMPLIN,2836.0,75.88,0.849,11.0,10.04,4.6,2,0.148,0.36126800637356304,0.7497210473991607,1.2508772613448789,-0.44322376622869913,0.9765321962226692,0.9637791722625207,-1.3043926375642092,0
2,C LM,LUKE G U,2836.0,48.45,0.642,-5.6,9.0,4.5,1,0.206,-0.5440460307169115,-0.06951965580455885,-1.8964529901853324,-0.5890457021715079,0.8649267407542598,-1.0375820818501909,-1.1020268136776208,0
2,B1 SH,SHANKLE,2836.0,61.73,0.916,8.0,9.35,4.0,1,0.612,-0.10574597921995559,1.0148859126873213,0.6820826375743587,-0.5399710121907549,0.3068994634122112,-1.0375820818501909,0.3145339535284998,0
5,A1 LM,SHRIMPLIN,2836.5,77.75,0.864,11.3,10.85,4.7,2,0.13,0.42298646242019783,0.8090863157472563,1.307756723721931,-0.32965091227324217,1.0881376516910795,0.9637791722625207,-1.3671958242876334,0
2,C LM,LUKE G U,2836.5,55.62,0.605,-15.4,18.1,3.9,1,0.191,-0.30740360833489544,-0.2159539843965282,-3.754515427835698,0.6868962373280698,0.19529400794380136,-1.0375820818501909,-1.1543628026138073,0
1,A1 SH,NEWBY,2836.5,52.62,0.717,1.3,7.45,3.3,1,0.512,-0.4064171741851114,0.2273066859359191,-0.5882253555131363,-0.8063764720862711,-0.4743387248666571,-1.0375820818501909,-0.03437263937941159,0
2,B1 SH,SHANKLE,2836.5,62.92,0.921,8.4,9.06,3.8,1,0.592,-0.06647059809936975,1.0346743354700199,0.7579219207437614,-0.5806328981748073,0.08368855247539152,-1.0375820818501909,0.24475263494691743,0
2,C LM,LUKE G U,2837.0,68.54,0.465,-11.8,22.5,3.4,1,0.176,0.11901481526003499,-0.7700298223120872,-3.071961879311074,1.303835197086107,-0.3627332693982473,-1.0375820818501909,-1.206698791549994,0
1,C LM,CROSS H CATTLE,2837.0,78.049,0.618884485,-12.1,21.45,2.608,2,0.147,0.43285481448326957,-0.16100357253652073,-3.128841341688126,1.156611127143848,-1.2466484767080521,0.9637791722625207,-1.3078817034932884,0
1,A1 SH,NEWBY,2837.0,53.66,0.706,1.5,7.85,3.4,1,0.488,-0.37209247135703655,0.18377215581398226,-0.550305713928435,-0.7502911121082677,-0.3627332693982473,-1.0375820818501909,-0.11811022167731042,0
1,B1 SH,SHANKLE,2837.0,66.91,0.912,6.2,8.57,3.6,1,0.571,0.06521744448141732,0.9990551744611624,0.34080586331204665,-0.6493374641478615,-0.13952235846142763,-1.0375820818501909,0.17148225043625595,0
5,A1 LM,SHRIMPLIN,2837.0,80.93,0.907,9.6,9.815,4.6,2,0.111,0.527940842221427,0.9792667516784639,0.9854397702519694,-0.474771781216326,0.9765321962226692,0.9637791722625207,-1.4334880769401366,0
2,C LM,LUKE G U,2837.5,77.15,0.418,-8.0,25.0,2.7,1,0.162,0.4031837492501548,-0.9560409964694536,-2.351488689201749,1.6543686969486284,-1.1439714576771152,-1.0375820818501909,-1.2555457145571016,0
1,C LM,CROSS H CATTLE,2837.5,75.925,0.631545228,-6.9,19.25,2.826,2,0.132,0.3627532098613164,-0.11089634549110261,-2.1429306604858915,0.8481416472648294,-1.003348583786919,0.9637791722625207,-1.360217692429475,0
1,B1 SH,SHANKLE,2837.5,66.22,0.893,4.0,7.775,3.4,1,0.551,0.04244432433586773,0.9238591678869079,-0.07631019411966815,-0.7608071171041433,-0.3627332693982473,-1.0375820818501909,0.10170093185467399,0
5,A1 LM,SHRIMPLIN,2837.5,72.92,0.932,7.3,7.475,4.7,2,0.093,0.2635746214013502,1.0782088655919566,0.5493638920279039,-0.8028711370876459,1.0881376516910795,0.9637791722625207,-1.4962912636635608,0
1,A1 SH,NEWBY,2837.5,55.79,0.688,2.1,8.25,3.3,1,0.465,-0.30179283960338316,0.11253383379626745,-0.4365467891743309,-0.6942057521302643,-0.4743387248666571,-1.0375820818501909,-0.1983587380461299,0
2,C LM,CROSS H CATTLE,2838.0,77.553,0.666424373,-8.4,22.6,2.84,2,0.118,0.4164845715960336,0.027144308020706578,-2.427327972371151,1.3178565370806081,-0.9877238200213418,0.9637791722625207,-1.4090646154365827,0
2,C LM,LUKE G U,2838.0,81.46,0.423,-2.4,24.4,2.5,1,0.147,0.5454332388549648,-0.9362525736867551,-1.289738724830111,1.570240656981623,-1.3671823686139348,-1.0375820818501909,-1.3078817034932884,0
1,A1 SH,NEWBY,2838.0,58.54,0.666,2.1,8.85,3.2,1,0.442,-0.21103040424068517,0.025464773552394238,-0.4365467891743309,-0.6100777121632592,-0.5859441803350665,-1.0375820818501909,-0.2786072544149496,0
5,A1 LM,SHRIMPLIN,2838.0,65.59,0.92,5.7,5.265,5.0,2,0.074,0.02165147550732252,1.0307166509134802,0.24600675935029329,-1.1127427509661147,1.4229540180963085,0.9637791722625207,-1.5625835163160637,0
0,B1 SH,SHANKLE,2838.0,62.81,0.874,2.5,7.255,3.3,1,0.531,-0.07010109551387765,0.8486631613126534,-0.36070750600492824,-0.8337180850755478,-0.4743387248666571,-1.0375820818501909,0.031919613273091646,0
5,A1 LM,SHRIMPLIN,2838.5,64.71,0.886,3.6,4.045,5.4,2,0.056,-0.007392503808741152,0.8961553759911299,-0.15214947728907083,-1.283803098899025,1.8693758399699478,0.9637791722625207,-1.625386703039488,0
0,B1 SH,SHANKLE,2838.5,60.15,0.852,1.3,7.185,3.2,1,0.51,-0.15789312390106927,0.7615941010687798,-0.5882253555131363,-0.8435330230716984,-0.5859441803350665,-1.0375820818501909,-0.041350771237569826,0
2,C LM,LUKE G U,2838.5,80.74,0.436,1.8,24.7,2.4,1,0.132,0.5216699830509129,-0.8848026744517388,-0.4934262515513829,1.6123046769651257,-1.4787878240823447,-1.0375820818501909,-1.360217692429475,0
1,A1 SH,NEWBY,2838.5,60.95,0.639,2.1,9.65,3.3,1,0.419,-0.13148950634101153,-0.08139270947417798,-0.4365467891743309,-0.49790699220725226,-0.4743387248666571,-1.0375820818501909,-0.35885577078376935,0
1,C LM,CROSS H CATTLE,2838.5,71.921,0.710963119,-6.1,23.35,2.899,2,0.103,0.2306031039732284,0.20341461523255114,-1.991252094147086,1.4230165870393645,-0.92187660129498,0.9637791722625207,-1.4614006043727696,0
2,C LM,LUKE G U,2839.0,83.61,0.567,12.2,29.4,2.4,1,0.118,0.6163929610476196,-0.3663459975450372,1.4783951108530866,2.2713076567066657,-1.4787878240823447,-1.0375820818501909,-1.4090646154365827,0
0,B1 SH,SHANKLE,2839.0,53.38,0.819,-0.1,7.125,3.3,1,0.49,-0.38133373750305655,0.6309905107029693,-0.8536628466060456,-0.8519458270683988,-0.4743387248666571,-1.0375820818501909,-0.11113208981915218,0
1,A1 SH,NEWBY,2839.0,66.56,0.613,3.7,10.65,3.3,1,0.395,0.053665861798892316,-0.18429250794421048,-0.13318965649672013,-0.3576935922622438,-0.4743387248666571,-1.0375820818501909,-0.442593353081668,0
2,C LM,CROSS H CATTLE,2839.0,61.939,0.745230985,-6.5,22.85,2.917,2,0.088,-0.09884803413239043,0.3390360192863232,-2.0670913773164887,1.3529098870668603,-0.9017876193106664,0.9637791722625207,-1.5137365933089564,0
5,A1 LM,SHRIMPLIN,2839.0,60.79,0.829,2.9,4.36,5.5,2,0.037,-0.13677022985302317,0.6705673562683664,-0.28486822283552554,-1.2396358779163474,1.9809812954383572,0.9637791722625207,-1.6916789556919911,0
2,C LM,CROSS H CATTLE,2839.5,51.987,0.765668555,-3.8,18.7,3.022,2,0.074,-0.42730903657950686,0.4199214744485225,-1.5551762159230207,0.7710242772950746,-0.7846018910688362,0.9637791722625207,-1.5625835163160637,0
2,C LM,LUKE G U,2839.5,84.33,0.642,11.0,28.5,2.4,1,0.103,0.6401562168516715,-0.06951965580455885,1.2508772613448789,2.145115596756158,-1.4787878240823447,-1.0375820818501909,-1.4614006043727696,0
0,B1 SH,SHANKLE,2839.5,54.04,0.774,1.1,7.255,3.3,1,0.469,-0.35955075301600914,0.4528947056586827,-0.6261449970978376,-0.8337180850755478,-0.4743387248666571,-1.0375820818501909,-0.18440247432981366,0
1,A1 SH,NEWBY,2839.5,70.88,0.589,5.6,11.4,3.2,1,0.372,0.1962453966232031,-0.2792769373011636,0.2270469385579425,-0.2525335423034874,-0.5859441803350665,-1.0375820818501909,-0.5228418694504877,0
5,A1 LM,SHRIMPLIN,2839.5,78.55,0.754,2.0,9.795,5.7,2,0.019,0.4493900799802553,0.37374101452788844,-0.4555066099666816,-0.4775760492152261,2.204192206375177,0.9637791722625207,-1.7544821424154151,0
2,B1 SH,SHRIMPLIN,2840.0,107.77,0.713,1.8,19.545,4.0,1,1.0,1.413782211361359,0.21147594770976025,-0.4934262515513829,0.8895046002486071,0.3068994634122112,-1.0375820818501909,1.6682915340111963,0
2,C LM,CROSS H CATTLE,2840.0,41.019,0.772761647,1.1,13.45,3.298,2,0.059,-0.7893026333278965,0.44799369511503817,-0.6261449970978376,0.034903927583779915,-0.47657083397602507,0.9637791722625207,-1.6149195052522505,0
7,C LM,LUKE G U,2840.0,79.48,0.689,7.7,26.15,2.5,2,0.074,0.48008428539382253,0.11649151835280717,0.6252031751973067,1.815614106885388,-1.3671823686139348,0.9637791722625207,-1.5625835163160637,0
1,A1 SH,NEWBY,2840.0,71.57,0.571,6.3,12.45,3.1,1,0.349,0.2190185167687527,-0.3505152593188784,0.35976568410439724,-0.1053094723612286,-0.6975496358034763,-1.0375820818501909,-0.6030903858193074,0
0,B1 SH,SHANKLE,2840.0,55.65,0.732,2.1,8.18,3.2,1,0.449,-0.30641347267639324,0.28667195428401476,-0.4365467891743309,-0.7040206901264149,-0.5859441803350665,-1.0375820818501909,-0.2541837929113958,0
7,C LM,LUKE G U,2840.5,62.88,0.689,12.6,23.7,2.7,2,0.059,-0.06779077897737261,0.11649151835280717,1.5542343940224894,1.472091277020117,-1.1439714576771152,0.9637791722625207,-1.6149195052522505,0
0,B1 SH,SHANKLE,2840.5,56.33,0.699,3.0,9.33,3.0,1,0.429,-0.28397039775034427,0.15606836391820428,-0.26590840204317484,-0.542775280189655,-0.8091550912718861,-1.0375820818501909,-0.32396511149297813,0
2,B1 SH,SHRIMPLIN,2840.5,110.87,0.686,6.0,26.65,3.3,1,0.974,1.5160962294065823,0.10461846468318847,0.30288622172734525,1.8857208068578921,-0.4743387248666571,-1.0375820818501909,1.5775758198551393,0
2,A1 SH,NEWBY,2840.5,72.53,0.555,6.3,13.45,3.2,1,0.326,0.2507028578408221,-0.41383821222351336,0.35976568410439724,0.034903927583779915,-0.5859441803350665,-1.0375820818501909,-0.6833389021881269,0
7,C LM,CROSS H CATTLE,2840.5,34.314,0.775537635,3.1,9.25,3.521,2,0.044,-1.0105979530031293,0.4589801799517773,-0.24694858125082417,-0.5539923521852558,-0.22769066828147153,0.9637791722625207,-1.6672554941884372,0
2,B1 SH,SHRIMPLIN,2841.0,106.33,0.665,8.6,26.94,2.8,1,0.949,1.3662556997532553,0.021507088995854528,0.7958415623284626,1.926382692841945,-1.0323660022087058,-1.0375820818501909,1.4903491716281612,0
7,C LM,LUKE G U,2841.0,41.04,0.633,13.7,10.65,3.2,2,0.044,-0.788609538366945,-0.10513881681341625,1.7627924227383467,-0.3576935922622438,-0.5859441803350665,0.9637791722625207,-1.6672554941884372,0
0,B1 SH,SHANKLE,2841.0,55.76,0.667,1.8,10.295,3.0,1,0.408,-0.30278297526188536,0.02942245810893395,-0.4934262515513829,-0.4074693492427219,-0.8091550912718861,-1.0375820818501909,-0.3972354960036396,0
7,C LM,CROSS H CATTLE,2841.0,36.958,0.782615932,5.0,7.1,3.59,2,0.029,-0.9233339969671389,0.48699384667527895,0.11328801380383856,-0.8554511620670241,-0.15068290400826886,0.9637791722625207,-1.719591483124624,0
2,A1 SH,NEWBY,2841.0,67.99,0.542,6.1,14.35,3.1,1,0.302,0.10086232818749502,-0.4652881114585296,0.32184604251969584,0.16109598753428764,-0.6975496358034763,-1.0375820818501909,-0.7670764844860257,0
2,B1 SH,SHRIMPLIN,2841.5,87.85,0.64,9.6,21.77,2.7,1,0.923,0.7563321341159248,-0.07743502491763826,0.9854397702519694,1.201479415126251,-1.1439714576771152,-1.0375820818501909,1.3996334574721045,0
0,B1 SH,SHANKLE,2841.5,56.24,0.629,1.7,10.175,3.1,1,0.388,-0.28694080472585065,-0.1209695550395751,-0.5123860723437336,-0.42429495723612276,-0.6975496358034763,-1.0375820818501909,-0.46701681458522176,0
1,A1 SH,NEWBY,2841.5,60.31,0.525,5.0,14.1,3.2,1,0.279,-0.15261240038905763,-0.5325687489197047,0.11328801380383856,0.1260426375480355,-0.5859441803350665,-1.0375820818501909,-0.8473250008548452,0
7,C LM,CROSS H CATTLE,2841.5,40.572,0.793650718,6.8,7.3,3.518,2,0.015,-0.8040556546395786,0.5306660488121994,0.4545647880661506,-0.8274084820780224,-0.23103883194552394,0.9637791722625207,-1.7684384061317315,0
7,C LM,LUKE G U,2841.5,33.99,0.567,3.2,3.9,3.8,2,0.029,-1.0212914181149524,-0.3663459975450372,-0.2279887604584735,-1.3041340418910512,0.08368855247539152,0.9637791722625207,-1.719591483124624,0
2,B1 SH,SHRIMPLIN,2842.0,80.96,0.601,9.0,15.99,2.9,1,0.897,0.5289309778799287,-0.23178472262268704,0.8716808454978654,0.3910459634441017,-0.920760546740296,-1.0375820818501909,1.3089177433160475,0
0,B1 SH,SHANKLE,2842.0,52.72,0.59,2.2,9.88,3.2,1,0.367,-0.4031167219901042,-0.2753192527446239,-0.4175869683819802,-0.4656579102199003,-0.5859441803350665,-1.0375820818501909,-0.5402871990958833,0
7,C LM,LUKE G U,2842.0,30.81,0.493,3.0,4.2,4.9,2,0.015,-1.1262457979161813,-0.6592146547289754,-0.26590840204317484,-1.262070021907549,1.3113485626278991,0.9637791722625207,-1.7684384061317315,0
1,A1 SH,NEWBY,2842.0,55.52,0.504,6.3,11.55,3.2,1,0.256,-0.31070406052990246,-0.6156801246070386,0.35976568410439724,-0.23150153231173606,-0.5859441803350665,-1.0375820818501909,-0.9275735172236649,0
1,B1 SH,SHRIMPLIN,2842.5,66.94,0.568,11.2,12.565,3.5,1,0.872,0.06620758013991952,-0.3623883129884975,1.28879690292958,-0.0891849313675526,-0.25112781392983746,-1.0375820818501909,1.2216910950890696,0
1,A1 SH,NEWBY,2842.5,56.07,0.486,5.0,11.0,3.2,1,0.233,-0.29255157345736293,-0.6869184466247534,0.11328801380383856,-0.30861890228149086,-0.5859441803350665,-1.0375820818501909,-1.0078220335924846,0
0,B1 SH,SHANKLE,2842.5,58.18,0.551,2.5,10.15,3.2,1,0.347,-0.22291203214271108,-0.4296689504496722,-0.36070750600492824,-0.427800292234748,-0.5859441803350665,-1.0375820818501909,-0.6100685176774656,0
8,A1 LM,Recruit F9,2843.0,36.084,0.882,1.6,8.2,4.125,2,0.645,-0.9521799491515017,0.8803246377649712,-0.5313458931360843,-0.7012164221275148,0.44640628274772337,0.9637791722625207,0.4296731291881107,0
1,B1 SH,SHRIMPLIN,2843.0,61.48,0.561,12.0,11.69,4.2,1,0.846,-0.11399710970747358,-0.39009210488427504,1.4404754692683854,-0.21187165631943503,0.5301103743490309,-1.0375820818501909,1.1309753809330125,0
1,A1 SH,NEWBY,2843.0,62.67,0.473,-2.6,15.8,3.2,1,0.209,-0.07472172858688775,-0.7383683458597697,-1.3276583664148123,0.36440541745455013,-0.5859441803350665,-1.0375820818501909,-1.0915596158903835,0
0,B1 SH,SHANKLE,2843.0,58.55,0.519,2.5,11.1,3.3,1,0.327,-0.2107003590211845,-0.556314856258943,-0.36070750600492824,-0.29459756228699,-0.4743387248666571,-1.0375820818501909,-0.6798498362590477,0
1,B1 SH,SHRIMPLIN,2843.5,58.26,0.568,12.4,12.285,4.2,1,0.821,-0.22027167038670536,-0.3623883129884975,1.5163147524377882,-0.1284446833521549,0.5301103743490309,-1.0375820818501909,1.0437487327060346,0
1,A1 SH,NEWBY,2843.5,66.9,0.471,-2.2,21.4,3.2,1,0.186,0.0648873992619169,-0.7462837149728492,-1.2518190832454097,1.1496004571465974,-0.5859441803350665,-1.0375820818501909,-1.1718081322592029,0
0,B1 SH,SHANKLE,2843.5,58.18,0.493,1.5,11.88,3.5,1,0.306,-0.22291203214271108,-0.6592146547289754,-0.550305713928435,-0.18523111032988324,-0.25112781392983746,-1.0375820818501909,-0.7531202207697092,0
8,A1 LM,Recruit F9,2843.5,29.344,0.897,0.1,7.25,4.23,2,0.632,-1.174630427094987,0.9396899061130668,-0.8157432050213443,-0.8344191520752727,0.563592010989554,0.9637791722625207,0.38431527211008215,0
1,A1 SH,NEWBY,2844.0,68.54,0.477,3.1,24.25,3.2,1,0.163,0.11901481526003499,-0.7225376076336109,-0.24694858125082417,1.549208646989872,-0.5859441803350665,-1.0375820818501909,-1.2520566486280225,0
0,B1 SH,SHANKLE,2844.0,58.5,0.467,2.1,12.195,3.5,1,0.286,-0.212350585118688,-0.7621144531990077,-0.4365467891743309,-0.14106388934720562,-0.25112781392983746,-1.0375820818501909,-0.8229015393512916,0
1,B1 SH,SHRIMPLIN,2844.0,51.31,0.585,12.7,11.735,3.9,1,0.795,-0.44965309793970554,-0.2951076755273224,1.5731942148148401,-0.20556205332190966,0.19529400794380136,-1.0375820818501909,0.9530330185499779,0
1,A1 SH,NEWBY,2844.5,68.7,0.483,3.3,22.85,3.2,1,0.14,0.1242955387720464,-0.6987915002943725,-0.20902893966612288,1.3529098870668603,-0.5859441803350665,-1.0375820818501909,-1.3323051649968423,0
0,B1 SH,SHANKLE,2844.5,59.23,0.446,2.3,13.045,3.3,1,0.265,-0.18825728409513556,-0.8452258288863417,-0.3986271475896296,-0.021882499393948443,-0.4743387248666571,-1.0375820818501909,-0.8961719238619529,0
1,B1 SH,SHRIMPLIN,2844.5,67.92,0.583,13.2,11.73,3.9,1,0.769,0.0985520116509902,-0.30302304464040186,1.6679933187765934,-0.20626312032163457,0.19529400794380136,-1.0375820818501909,0.8623173043939208,0
0,B1 SH,SHANKLE,2845.0,57.02,0.43,3.1,13.625,2.9,1,0.245,-0.26119727760479444,-0.9085487817909771,-0.24694858125082417,0.0594412725741565,-0.920760546740296,-1.0375820818501909,-0.9659532424435352,0
4,A1 SH,NEWBY,2845.0,63.2,0.489,9.5,17.25,3.4,2,0.116,-0.05722933195334956,-0.6750453929551343,0.9664799494596187,0.5677148473748124,-0.3627332693982473,0.9637791722625207,-1.416042747294741,0
1,B1 SH,SHRIMPLIN,2845.0,67.77,0.566,14.1,12.475,3.9,1,0.744,0.09360133335847921,-0.37030368210157694,1.8386317059077495,-0.10180413736260334,0.19529400794380136,-1.0375820818501909,0.775090656166943,0
0,B1 SH,SHANKLE,2845.5,56.18,0.425,2.3,14.215,2.8,1,0.224,-0.28892107604285505,-0.9283372045736756,-0.3986271475896296,0.14216717854171151,-1.0323660022087058,-1.0375820818501909,-1.0392236269541968,0
4,A1 SH,NEWBY,2845.5,60.33,0.493,11.6,15.6,3.7,2,0.093,-0.15195230995005632,-0.6592146547289754,1.3646361860989829,0.3363627374655483,-0.02791690299301781,0.9637791722625207,-1.4962912636635608,0
1,B1 SH,SHRIMPLIN,2845.5,67.73,0.543,14.4,13.095,3.8,1,0.718,0.09228115248047661,-0.4613304269019899,1.8955111682848016,-0.014871829396697917,0.08368855247539152,-1.0375820818501909,0.6843749420108859,0
0,B1 SH,SHANKLE,2846.0,61.06,0.425,1.4,13.465,2.7,1,0.204,-0.12785900892650365,-0.9283372045736756,-0.5692655347207856,0.03700712858295512,-1.1439714576771152,-1.0375820818501909,-1.109004945535779,0
4,A1 SH,NEWBY,2846.0,58.16,0.491,12.7,14.35,3.8,2,0.07,-0.2235721225817126,-0.6671300238420549,1.5731942148148401,0.16109598753428764,0.08368855247539152,0.9637791722625207,-1.5765397800323802,0
1,B1 SH,SHRIMPLIN,2846.0,68.85,0.516,12.1,13.35,3.7,1,0.692,0.1292462170645569,-0.568187909928562,1.4594352900607361,0.020882587589279113,-0.02791690299301781,-1.0375820818501909,0.5936592278548288,0
0,B1 SH,SHANKLE,2846.5,68.79,0.433,1.9,13.145,2.9,1,0.184,0.12726594574755298,-0.896675728121358,-0.4744664307590323,-0.007861159399447641,-0.920760546740296,-1.0375820818501909,-1.1787862641173612,0
1,B1 SH,SHRIMPLIN,2846.5,73.2,0.496,9.7,15.12,3.6,1,0.667,0.27281588754737035,-0.6473416010593563,1.00439959104432,0.2690603054919441,-0.13952235846142763,-1.0375820818501909,0.5064325796278513,0
4,A1 SH,NEWBY,2846.5,52.61,0.481,9.9,11.45,3.9,2,0.047,-0.40674721940461206,-0.706706869407452,1.0423192326290214,-0.24552287230623712,0.19529400794380136,0.9637791722625207,-1.6567882964012,0
2,B1 SH,SHRIMPLIN,2847.0,84.46,0.486,6.1,20.48,3.6,1,0.641,0.6444468047051807,-0.6869184466247534,0.32184604251969584,1.02060412919719,-0.13952235846142763,-1.0375820818501909,0.4157168654717942,0
0,B1 SH,SHANKLE,2847.0,71.58,0.449,7.0,14.36,3.0,1,0.163,0.2193485619882536,-0.8333527752167226,0.492484429650852,0.1624981215337377,-0.8091550912718861,-1.0375820818501909,-1.2520566486280225,0
2,A1 SH,NEWBY,2847.0,45.72,0.464,5.2,8.8,3.9,1,0.023,-0.6341483756406081,-0.7739875068686269,0.15120765538853992,-0.6170883821605094,0.19529400794380136,-1.0375820818501909,-1.7405258786990985,0
0,B1 SH,SHANKLE,2847.5,79.53,0.471,8.1,17.515,2.6,1,0.143,0.481734511491326,-0.7462837149728492,0.7010424583667093,0.6048713983602397,-1.255576913145525,-1.0375820818501909,-1.3218379672096048,0
2,B1 SH,SHRIMPLIN,2847.5,96.96,0.483,7.0,23.225,3.4,1,0.615,1.0570033290810805,-0.6987915002943725,0.492484429650852,1.4054899120462385,-0.3627332693982473,-1.0375820818501909,0.32500115131573715,0
5,A1 LM,NEWBY,2847.5,35.92,0.441,4.5,7.95,4.0,2,1.0,-0.9575926907513136,-0.8650142516690402,0.0184889098420852,-0.7362697721137668,0.3068994634122112,0.9637791722625207,1.6682915340111963,0
2,B1 SH,SHANKLE,2848.0,80.39,0.491,2.7,20.055,2.5,1,0.122,0.510118400368388,-0.6671300238420549,-0.32278786442022683,0.9610134342205612,-1.3671823686139348,-1.0375820818501909,-1.3951083517202663,0
5,A1 LM,NEWBY,2848.0,26.62,0.422,3.6,10.7,4.3,2,0.988,-1.264534744886983,-0.9402102582432947,-0.15214947728907083,-0.3506829222649935,0.6417158298174401,0.9637791722625207,1.6264227428622469,0
2,B1 SH,SHRIMPLIN,2848.0,95.54,0.486,9.4,21.305,3.5,1,0.59,1.0101369079119789,-0.6869184466247534,0.9475201286672681,1.1362801841518217,-0.25112781392983746,-1.0375820818501909,0.2377745030887592,0
6,A1 LM,NEWBY,2848.5,24.14,0.398,5.9,12.55,4.0,2,0.976,-1.3463859593231617,-1.0351946876002476,0.28392640093499466,-0.09128813236672755,0.3068994634122112,0.9637791722625207,1.5845539517132974,0
2,B1 SH,SHRIMPLIN,2848.5,88.67,0.493,13.2,17.235,3.4,1,0.564,0.783395842114984,-0.6592146547289754,1.6679933187765934,0.5656116463756372,-0.3627332693982473,-1.0375820818501909,0.14705878893270213,0
2,B1 SH,SHANKLE,2848.5,79.08,0.508,-4.0,19.3,2.4,1,0.102,0.4668824766137935,-0.5998493863808798,-1.5930958575077219,0.85515231726208,-1.4787878240823447,-1.0375820818501909,-1.4648896703018486,0
6,A1 LM,NEWBY,2849.0,24.36,0.375,6.5,12.95,3.9,2,0.963,-1.3391249644941459,-1.126221432400661,0.3976853256890986,-0.03520277238872434,0.19529400794380136,0.9637791722625207,1.539196094635269,0
2,B1 SH,SHANKLE,2849.0,78.83,0.517,-4.1,15.79,3.1,1,0.082,0.45863134612627554,-0.5642302253720224,-1.6120556783000723,0.3630032834550998,-0.6975496358034763,-1.0375820818501909,-1.534670988883431,0
2,B1 SH,SHRIMPLIN,2849.0,88.54,0.501,13.1,16.71,3.5,1,0.538,0.7791052542614748,-0.6275531782766578,1.6490334979842427,0.4919996114045079,-0.25112781392983746,-1.0375820818501909,0.05634307477664547,0
2,B1 SH,SHANKLE,2849.5,78.07,0.526,4.6,14.23,2.5,1,0.061,0.43354790944422067,-0.528611064363165,0.0374487306344358,0.14427037954088673,-1.3671823686139348,-1.0375820818501909,-1.6079413733940924,0
6,A1 LM,NEWBY,2849.5,23.28,0.35,6.5,11.85,4.1,2,0.951,-1.3747698482002235,-1.225163546314154,0.3976853256890986,-0.18943751232823366,0.4185049188806205,0.9637791722625207,1.4973273034863195,0
2,B1 SH,SHRIMPLIN,2849.5,92.22,0.501,11.2,18.675,3.5,1,0.513,0.9005618950377395,-0.6275531782766578,1.28879690292958,0.7675189422964496,-0.25112781392983746,-1.0375820818501909,-0.03088357345033247,0
1,B1 SH,SHRIMPLIN,2850.0,89.67,0.491,4.9,20.405,3.3,1,0.487,0.816400364065056,-0.6671300238420549,0.09432819301148795,1.0100881242013144,-0.4743387248666571,-1.0375820818501909,-0.12159928760638952,0
6,A1 LM,NEWBY,2850.0,25.7,0.334,7.7,10.95,4.1,2,0.939,-1.2948989050810493,-1.288486499218789,0.6252031751973067,-0.3156295722787414,0.4185049188806205,0.9637791722625207,1.45545851233737,0
2,B1 SH,SHANKLE,2850.0,83.28,0.55,1.2,25.065,2.1,1,0.041,0.6055014688040959,-0.4336266350062119,-0.6071851763054869,1.663482567945054,-1.8136041904875735,-1.0375820818501909,-1.6777226919756747,0
